sNum,sID,months,days,sex,cond,condLabel,trial,GNG,trialType,stimName,habCrit,habTrialNo,sumOnA,numOnA,sumOffA,numOffA,sumOnB,numOnB,sumOffB,numOffB,trialDuration
,s077,6,22,M,"{'train': ['train-flip', 'train'], 'fam': ['fam-flip', 'fam'], 'test': ['unexp', 'exp'], 'calibration-short': ['calib-short'], 'calibration-long': ['calib-long'], 'audio-test': ['audio-test']}",2,1,1,audio-test,audio-test,0,,4.1143676249776036,1,1.3966121249832213,1,0,0,5.510981541941874,1,5.510979749960825
,s077,6,22,M,"{'train': ['train-flip', 'train'], 'fam': ['fam-flip', 'fam'], 'test': ['unexp', 'exp'], 'calibration-short': ['calib-short'], 'calibration-long': ['calib-long'], 'audio-test': ['audio-test']}",2,2,1,calibration-short,calib-short,0,,19.012795208022,1,0,0,0,0,19.012795208022,1,19.012795208022
,s077,6,22,M,"{'train': ['train-flip', 'train'], 'fam': ['fam-flip', 'fam'], 'test': ['unexp', 'exp'], 'calibration-short': ['calib-short'], 'calibration-long': ['calib-long'], 'audio-test': ['audio-test']}",2,3,1,train,train-flip,0,,55.6583030851325,4,4.34649704315234,4,0,0,60.004799084039405,1,60.00480012828484
,s077,6,22,M,"{'train': ['train-flip', 'train'], 'fam': ['fam-flip', 'fam'], 'test': ['unexp', 'exp'], 'calibration-short': ['calib-short'], 'calibration-long': ['calib-long'], 'audio-test': ['audio-test']}",2,4,1,fam,fam-flip,0,,58.99571762396954,3,1.006303040892817,2,0,0,60.00201783294324,1,60.00202066486236
,s077,6,22,M,"{'train': ['train-flip', 'train'], 'fam': ['fam-flip', 'fam'], 'test': ['unexp', 'exp'], 'calibration-short': ['calib-short'], 'calibration-long': ['calib-long'], 'audio-test': ['audio-test']}",2,5,1,train,train,0,,55.19481537397951,4,4.806619624956511,3,0,0,60.001438040984794,1,60.00143499893602
,s077,6,22,M,"{'train': ['train-flip', 'train'], 'fam': ['fam-flip', 'fam'], 'test': ['unexp', 'exp'], 'calibration-short': ['calib-short'], 'calibration-long': ['calib-long'], 'audio-test': ['audio-test']}",2,6,1,fam,fam,0,,56.18954754190054,2,3.8115340410731733,2,0,0,60.00108545797411,1,60.00108158297371
,s077,6,22,M,"{'train': ['train-flip', 'train'], 'fam': ['fam-flip', 'fam'], 'test': ['unexp', 'exp'], 'calibration-short': ['calib-short'], 'calibration-long': ['calib-long'], 'audio-test': ['audio-test']}",2,7,1,train,train-flip,0,,52.979708500090055,8,7.022592250956222,8,0,0,60.00230729195755,1,60.00230075104628
,s077,6,22,M,"{'train': ['train-flip', 'train'], 'fam': ['fam-flip', 'fam'], 'test': ['unexp', 'exp'], 'calibration-short': ['calib-short'], 'calibration-long': ['calib-long'], 'audio-test': ['audio-test']}",2,8,1,fam,fam-flip,0,,55.134583958773874,5,4.867863251245581,4,0,0,60.00245058303699,1,60.002447210019454
,s077,6,22,M,"{'train': ['train-flip', 'train'], 'fam': ['fam-flip', 'fam'], 'test': ['unexp', 'exp'], 'calibration-short': ['calib-short'], 'calibration-long': ['calib-long'], 'audio-test': ['audio-test']}",2,9,1,train,train,0,,26.430732081993483,5,8.805685082101263,5,0,0,35.23643341695424,1,35.236417164094746
,s077,6,22,M,"{'train': ['train-flip', 'train'], 'fam': ['fam-flip', 'fam'], 'test': ['unexp', 'exp'], 'calibration-short': ['calib-short'], 'calibration-long': ['calib-long'], 'audio-test': ['audio-test']}",2,10,1,fam,fam,0,,17.555161791970022,4,6.192169415997341,4,0,0,23.747340374975465,1,23.747331207967363
,s077,6,22,M,"{'train': ['train-flip', 'train'], 'fam': ['fam-flip', 'fam'], 'test': ['unexp', 'exp'], 'calibration-short': ['calib-short'], 'calibration-long': ['calib-long'], 'audio-test': ['audio-test']}",2,11,1,test,unexp,0,,13.116330833989196,4,6.392892207950354,4,0,0,19.509239707957022,1,19.50922304193955
,s077,6,22,M,"{'train': ['train-flip', 'train'], 'fam': ['fam-flip', 'fam'], 'test': ['unexp', 'exp'], 'calibration-short': ['calib-short'], 'calibration-long': ['calib-long'], 'audio-test': ['audio-test']}",2,12,1,test,exp,0,,12.013409126084298,3,3.801608333014883,3,0,0,15.815029083983973,1,15.815017459099181
,s077,6,22,M,"{'train': ['train-flip', 'train'], 'fam': ['fam-flip', 'fam'], 'test': ['unexp', 'exp'], 'calibration-short': ['calib-short'], 'calibration-long': ['calib-long'], 'audio-test': ['audio-test']}",2,13,1,test,unexp,0,,18.101977290119976,4,6.318486124044284,4,0,0,24.420471625053324,1,24.42046341416426
,s077,6,22,M,"{'train': ['train-flip', 'train'], 'fam': ['fam-flip', 'fam'], 'test': ['unexp', 'exp'], 'calibration-short': ['calib-short'], 'calibration-long': ['calib-long'], 'audio-test': ['audio-test']}",2,14,1,test,exp,0,,21.75186962506268,1,3.0109025839483365,1,0,0,24.762780165998265,1,24.76277220901102
,s077,6,22,M,"{'train': ['train-flip', 'train'], 'fam': ['fam-flip', 'fam'], 'test': ['unexp', 'exp'], 'calibration-short': ['calib-short'], 'calibration-long': ['calib-long'], 'audio-test': ['audio-test']}",2,15,1,calibration-long,calib-long,0,,7.980800749966875,1,11.028122334042564,1,0,0,19.008925041998737,1,19.00892308400944
