trialNum,trialType,event,time
1,audio-test,startAttnGetter,0.022847832995466888
1,audio-test,endAttnGetter,3.7352502910071053
1,audio-test,startTrial,5.920230832998641
1,audio-test,endTrial,27.425977499980945
2,calibration-short,startAttnGetter,36.05430595797952
2,calibration-short,endAttnGetter,39.23734904098092
2,calibration-short,startTrial,39.426184458017815
2,calibration-short,endTrial,58.44196879101219
3,train,startAttnGetter,61.58213200001046
3,train,endAttnGetter,64.72425616602413
3,train,startTrial,65.09974700002931
3,train,endTrial,125.1271836659871
4,fam,startAttnGetter,128.05948487500427
4,fam,endAttnGetter,132.32082625001203
4,fam,startTrial,133.09317750000628
4,fam,endTrial,193.1059737909818
5,train,startAttnGetter,194.44886875001248
5,train,endAttnGetter,197.53728187503293
5,train,startTrial,197.8963889160077
5,train,endTrial,257.9109942499781
6,fam,startAttnGetter,259.1375352910254
6,fam,endAttnGetter,262.2596920829965
6,fam,startTrial,262.6166223330074
6,fam,endTrial,322.62745966599323
7,train,startAttnGetter,323.79320954100695
7,train,endAttnGetter,326.91376208298607
7,train,startTrial,327.09817562502576
7,train,endTrial,387.1064307910274
8,fam,startAttnGetter,388.39188512502005
8,fam,endAttnGetter,391.5079506660113
8,fam,startTrial,391.86700308299623
8,fam,endTrial,451.8845017499989
9,train,startAttnGetter,452.984559583012
9,train,endAttnGetter,456.03861941600917
9,train,startTrial,456.40843229100574
9,train,endTrial,516.4238198330277
10,fam,startAttnGetter,517.4550147909904
10,fam,endAttnGetter,520.4886999999871
10,fam,startTrial,520.8386658329982
10,fam,endTrial,580.8455492500216
11,test,startAttnGetter,581.7921169580077
11,test,endAttnGetter,584.8771740000229
11,test,startTrial,585.2436359160347
11,test,endTrial,645.2609644579934
12,test,startAttnGetter,646.3260687500006
12,test,endAttnGetter,649.4629501660238
12,test,startTrial,649.6281271250336
12,test,endTrial,684.9446035000146
13,test,startAttnGetter,685.8314514160156
13,test,endAttnGetter,688.9785176659934
13,test,startTrial,689.3276801659958
13,test,endTrial,749.3468496660353
14,test,startAttnGetter,750.2058304160018
14,test,endAttnGetter,753.27974816598
14,test,startTrial,753.6516087499913
14,test,endTrial,764.2460859580315
15,calibration-long,startAttnGetter,765.1286766250269
15,calibration-long,endAttnGetter,768.2132745410199
15,calibration-long,startTrial,768.444602833013
15,calibration-long,endTrial,787.4577904579928
