trialNum,trialType,event,time
1,audio-test,startAttnGetter,0.01273708400549367
1,audio-test,endAttnGetter,3.372434749995591
1,audio-test,startTrial,4.322544875001768
1,audio-test,endTrial,18.828634916979354
2,calibration-short,startAttnGetter,24.780469083983917
2,calibration-short,endAttnGetter,27.839207833982073
2,calibration-short,startTrial,28.972592292004265
2,calibration-short,endTrial,47.979460542002926
3,train,startAttnGetter,48.656047416996444
3,train,endAttnGetter,51.725585666979896
3,train,startTrial,52.406047249998664
3,train,endTrial,112.4124600419891
4,fam,startAttnGetter,114.07628124998882
4,fam,endAttnGetter,117.29275133399642
4,fam,startTrial,117.59771449997788
4,fam,endTrial,154.01352895898162
5,train,startAttnGetter,154.58996675000526
5,train,endAttnGetter,157.62581199998385
5,train,startTrial,158.0401703339885
5,train,endTrial,218.05913358399994
6,fam,startAttnGetter,219.47694879199844
6,fam,endAttnGetter,222.59439104198827
6,fam,startTrial,222.71915920899482
6,fam,endTrial,261.7382890000008
7,train,startAttnGetter,262.94497908398625
7,train,endAttnGetter,266.05983812498744
7,train,startTrial,266.48454770899843
7,train,endTrial,307.163444292004
8,fam,startAttnGetter,307.9318919169891
8,fam,endAttnGetter,310.9739902089932
8,fam,startTrial,311.41697633400327
8,fam,endTrial,330.05906445899745
9,train,startAttnGetter,330.87407595900004
9,train,endAttnGetter,333.9241011669801
9,train,startTrial,335.4885842920048
9,train,endTrial,371.64290929198614
10,fam,startAttnGetter,372.2076519590046
10,fam,endAttnGetter,375.24095516698435
10,fam,startTrial,375.68027312500635
10,fam,endTrial,390.5596427919809
11,test,startAttnGetter,391.1910098749795
11,test,endAttnGetter,394.22441745898686
11,test,startTrial,394.38392341698636
11,test,endTrial,419.7649944589939
12,test,startAttnGetter,420.69121337498655
12,test,endAttnGetter,423.80877933398006
12,test,startTrial,424.30817204198684
12,test,endTrial,453.8930578339787
13,test,startAttnGetter,454.6080945839931
13,test,endAttnGetter,457.69136399999843
13,test,startTrial,458.1113961249939
13,test,endTrial,471.7600761670037
14,test,startAttnGetter,472.3582574589818
14,test,endAttnGetter,475.4248055839853
14,test,startTrial,475.5538666670036
14,test,endTrial,485.56387279200135
15,calibration-long,startAttnGetter,488.11544241697993
15,calibration-long,endAttnGetter,491.2249380419962
15,calibration-long,startTrial,492.09571512500406
15,calibration-long,endTrial,511.1099836670037
