trialNum,trialType,event,time
1,audio-test,startAttnGetter,0.022515124990604818
1,audio-test,endAttnGetter,3.5793953749816865
1,audio-test,startTrial,10.562853207986336
1,audio-test,endTrial,41.921703541942406
2,calibration-short,startAttnGetter,44.23742979194503
2,calibration-short,endAttnGetter,47.42997008294333
2,calibration-short,startTrial,47.94516208296409
2,calibration-short,endTrial,66.95444929198129
3,train,startAttnGetter,68.19648770795902
3,train,endAttnGetter,71.34618266695179
3,train,startTrial,71.70850124995923
3,train,endTrial,129.03628137498163
4,fam,startAttnGetter,130.0963425829541
4,fam,endAttnGetter,133.29776183294598
4,fam,startTrial,134.31079558294732
4,fam,endTrial,152.46489874995314
5,train,startAttnGetter,155.4060841249884
5,train,endAttnGetter,158.64665937499376
5,train,startTrial,158.93430049996823
5,train,endTrial,191.40935254195938
6,fam,startAttnGetter,192.4889312919695
6,fam,endAttnGetter,195.6299210419529
6,fam,startTrial,195.80914016696624
6,fam,endTrial,224.5528930829605
7,train,startAttnGetter,225.01554170798045
7,train,endAttnGetter,228.07422104198486
7,train,startTrial,228.95397404197138
7,train,endTrial,263.02678670798196
8,fam,startAttnGetter,263.74128195794765
8,fam,endAttnGetter,266.80353983299574
8,fam,startTrial,267.3830986249959
8,fam,endTrial,280.9864837919595
9,train,startAttnGetter,283.381642207969
9,train,endAttnGetter,286.62017779197777
9,train,startTrial,286.96983141696546
9,train,endTrial,309.33651850000024
10,fam,startAttnGetter,310.11700141697656
10,fam,endAttnGetter,313.1637345829513
10,fam,startTrial,314.95890029199654
10,fam,endTrial,339.22085341694765
11,test,startAttnGetter,339.88063724996755
11,test,endAttnGetter,342.96448820794467
11,test,startTrial,348.83968933299184
11,test,endTrial,371.0826932499767
12,test,startAttnGetter,372.33055704197614
12,test,endAttnGetter,375.3639001249685
12,test,startTrial,375.91401329200016
12,test,endTrial,435.9262936669984
13,test,startAttnGetter,436.76411674998235
13,test,endAttnGetter,439.8000699579716
13,test,startTrial,440.28320904198335
13,test,endTrial,497.9605331669445
14,test,startAttnGetter,498.6644356249599
14,test,endAttnGetter,501.74811520799994
14,test,startTrial,502.1812963329721
14,test,endTrial,556.999827749969
15,calibration-long,startAttnGetter,557.5478719999664
15,calibration-long,endAttnGetter,560.6145398329827
15,calibration-long,startTrial,563.2981564579532
15,calibration-long,endTrial,582.4970012079575
