trialNum,trialType,event,time
1,audio-test,startAttnGetter,0.019700082950294018
1,audio-test,endAttnGetter,4.06636129191611
1,audio-test,startTrial,21.29083845799323
1,audio-test,endTrial,26.812814499950036
2,calibration-short,startAttnGetter,39.39302383293398
2,calibration-short,endAttnGetter,42.5694774169242
2,calibration-short,startTrial,44.13367074995767
2,calibration-short,endTrial,63.15691566700116
3,train,startAttnGetter,66.57262841693591
3,train,endAttnGetter,69.68317604192998
3,train,startTrial,69.99783324997406
3,train,endTrial,130.01884062495083
4,fam,startAttnGetter,131.38385887490585
4,fam,endAttnGetter,134.53361974994186
4,fam,startTrial,137.05043862492312
4,fam,endTrial,197.0564863749314
5,train,startAttnGetter,197.8004033329198
5,train,endAttnGetter,200.88946462492459
5,train,startTrial,201.46788008289877
5,train,endTrial,261.47374441695865
6,fam,startAttnGetter,263.76752674998716
6,fam,endAttnGetter,266.8771803329
6,fam,startTrial,267.3714904169319
6,fam,endTrial,327.3957407498965
7,train,startAttnGetter,328.3901950829895
7,train,endAttnGetter,331.43421291699633
7,train,startTrial,331.9466685829684
7,train,endTrial,391.9729091669433
8,fam,startAttnGetter,392.62818620796315
8,fam,endAttnGetter,395.67182091693394
8,fam,startTrial,395.8512852919521
8,fam,endTrial,455.86662674997933
9,train,startAttnGetter,456.9353751249146
9,train,endAttnGetter,459.9848074580077
9,train,startTrial,460.4730599579634
9,train,endTrial,495.7216690829955
10,fam,startAttnGetter,496.3516785829561
10,fam,endAttnGetter,499.38529929192737
10,fam,startTrial,499.9069197499193
10,fam,endTrial,523.6728987079114
11,test,startAttnGetter,524.2862795830006
11,test,endAttnGetter,527.342625833
11,test,startTrial,527.8523519169539
11,test,endTrial,547.3722362079425
12,test,startAttnGetter,548.5851821670076
12,test,endAttnGetter,551.6313211249653
12,test,startTrial,551.7970083329128
12,test,endTrial,567.6208019579062
13,test,startAttnGetter,568.4899758329848
13,test,endAttnGetter,571.578561082948
13,test,startTrial,571.7302005419042
13,test,endTrial,596.1573440419743
14,test,startAttnGetter,597.2952867079293
14,test,endAttnGetter,600.3737519579008
14,test,startTrial,600.8914253748953
14,test,endTrial,625.6588750419905
15,calibration-long,startAttnGetter,626.3216111669317
15,calibration-long,endAttnGetter,629.3761007499415
15,calibration-long,startTrial,630.0631282499526
15,calibration-long,endTrial,649.0807348329108
