trialNum,trialType,event,time
1,audio-test,startAttnGetter,0.031747099943459034
1,audio-test,endAttnGetter,3.119767799973488
1,audio-test,startTrial,6.614562299917452
1,audio-test,endTrial,9.43740989989601
1,audio-test,startAttnGetter,0.03149729990400374
1,audio-test,endAttnGetter,3.13161779998336
1,audio-test,startTrial,3.3223990999395028
1,audio-test,endTrial,18.097519199945964
2,calibration-short,startAttnGetter,71.70964159991127
2,calibration-short,endAttnGetter,74.7970653999364
2,calibration-short,startTrial,83.29273609991651
2,calibration-short,endTrial,102.34224789997097
3,train,startAttnGetter,103.91631010000128
3,train,endAttnGetter,106.9845123999985
3,train,startTrial,107.1487331999233
3,train,endTrial,167.18721040000673
4,fam,startAttnGetter,168.3466453999281
4,fam,endAttnGetter,171.4306765999645
4,fam,startTrial,171.59542359993793
4,fam,endTrial,190.04720749997068
5,train,startAttnGetter,190.87398689996917
5,train,endAttnGetter,193.95742340001743
5,train,startTrial,194.12210469995625
5,train,endTrial,254.1434865000192
6,fam,startAttnGetter,255.45259369991254
6,fam,endAttnGetter,258.53650379995815
6,fam,startTrial,258.7022054999834
6,fam,endTrial,280.3511684999103
7,train,startAttnGetter,281.646004899987
7,train,endAttnGetter,284.76048599998467
7,train,startTrial,284.9267822999973
7,train,endTrial,344.9660284999991
8,fam,startAttnGetter,346.1245342999464
8,fam,endAttnGetter,349.20832709991373
8,fam,startTrial,349.3739324999042
8,fam,endTrial,409.4131313000107
9,train,startAttnGetter,410.923030499951
9,train,endAttnGetter,414.0540287999902
9,train,startTrial,414.2206133999862
9,train,endTrial,472.20963669999037
10,fam,startAttnGetter,473.02060869999696
10,fam,endAttnGetter,476.1356882000109
10,fam,startTrial,476.302411200013
10,fam,endTrial,501.65095969999675
11,test,startAttnGetter,502.4605358999688
11,test,endAttnGetter,505.5438142999774
11,test,startTrial,505.70832699991297
11,test,endTrial,551.9686161999125
12,test,startAttnGetter,552.7619723000098
12,test,endAttnGetter,555.8285987999989
12,test,startTrial,555.9927429999225
12,test,endTrial,568.7480450000148
13,test,startAttnGetter,569.4728132999735
13,test,endAttnGetter,572.5555086999666
13,test,startTrial,572.8225650999229
13,test,endTrial,588.5898657999933
14,test,startAttnGetter,589.2842513999203
14,test,endAttnGetter,592.3826647999231
14,test,startTrial,592.5483224999625
14,test,endTrial,618.8310364999343
15,calibration-long,startAttnGetter,619.5409670999506
15,calibration-long,endAttnGetter,622.6397996000014
15,calibration-long,startTrial,622.8081042999402
15,calibration-long,endTrial,641.8228216000134
