trialNum,trialType,event,time
1,calibration-short,startAttnGetter,1.2981768749887124
1,calibration-short,endAttnGetter,4.394932958995923
1,calibration-short,startTrial,7.734086374985054
1,calibration-short,endTrial,26.747879500035197
2,train,startAttnGetter,27.914315542031545
2,train,endAttnGetter,31.01157987501938
2,train,startTrial,31.425651083991397
2,train,endTrial,74.91120020899689
3,fam,startAttnGetter,76.19248862500535
3,fam,endAttnGetter,79.5258084590314
3,fam,startTrial,80.7261152919964
3,fam,endTrial,125.06126516702352
4,train,startAttnGetter,125.66318108403357
4,train,endAttnGetter,128.77600191702368
4,train,startTrial,132.0760187089909
4,train,endTrial,156.79893833398822
5,fam,startAttnGetter,159.39694670902102
5,fam,endAttnGetter,163.36337700003062
5,fam,startTrial,164.81433883402497
5,fam,endTrial,212.1949030419928
6,train,startAttnGetter,213.2263883749838
6,train,endAttnGetter,216.29628108401084
6,train,startTrial,217.15981412498513
6,train,endTrial,224.26175637502456
7,fam,startAttnGetter,225.40048862498952
7,fam,endAttnGetter,228.44850641698577
7,fam,startTrial,230.19307124998892
7,fam,endTrial,238.09857099998044
8,train,startAttnGetter,239.54871866700705
8,train,endAttnGetter,242.6629144999897
8,train,startTrial,244.3964773750049
8,train,endTrial,252.39950433402555
9,fam,startAttnGetter,253.4931125420262
9,fam,endAttnGetter,256.543138500012
9,fam,startTrial,257.25987545901444
9,fam,endTrial,265.87878324999474
10,test,startAttnGetter,266.7990655419999
10,test,endAttnGetter,269.8622013340355
10,test,startTrial,271.62656316702487
10,test,endTrial,281.96467725001276
11,test,startAttnGetter,282.6266114169848
11,test,endAttnGetter,285.7162007089937
11,test,startTrial,286.5810617090319
11,test,endTrial,307.6191219169996
12,test,startAttnGetter,308.93191279203165
12,test,endAttnGetter,311.99329008400673
12,test,startTrial,314.12665858399123
12,test,endTrial,332.30541816703044
13,test,startAttnGetter,333.46007908403413
13,test,endAttnGetter,336.5634909999789
13,test,startTrial,337.1471163749811
13,test,endTrial,346.71201433398534
14,calibration-long,startAttnGetter,347.88417041703354
14,calibration-long,endAttnGetter,350.9295803750283
14,calibration-long,startTrial,352.64371974999085
14,calibration-long,endTrial,371.6510745420237
