trialNum,trialType,event,time
1,calibration-short,startAttnGetter,1.2143845410028007
1,calibration-short,endAttnGetter,4.348801625019405
1,calibration-short,startTrial,4.549150125007152
1,calibration-short,endTrial,23.56171920799534
2,train,startAttnGetter,24.712826500006486
2,train,endAttnGetter,27.860014833015157
2,train,startTrial,28.187154707993614
2,train,endTrial,88.21852654099348
3,fam,startAttnGetter,89.68405145799625
3,fam,endAttnGetter,92.92987358299433
3,fam,startTrial,94.12278666600469
3,fam,endTrial,110.32050908301608
4,train,startAttnGetter,111.06713504099753
4,train,endAttnGetter,114.11014508301741
4,train,startTrial,115.74270158301806
4,train,endTrial,164.11306995799535
5,fam,startAttnGetter,164.82031983300112
5,fam,endAttnGetter,167.8818063749932
5,fam,startTrial,168.29157295799814
5,fam,endTrial,184.18689416599224
6,train,startAttnGetter,184.9450426660187
6,train,endAttnGetter,187.9994684999983
6,train,startTrial,188.19893233300536
6,train,endTrial,248.21957066599862
7,fam,startAttnGetter,249.58640691600158
7,fam,endAttnGetter,252.7108245830168
7,fam,startTrial,252.83911233299295
7,fam,endTrial,262.96558462499524
8,train,startAttnGetter,263.66904633300146
8,train,endAttnGetter,266.7775408750167
8,train,startTrial,266.8992469579971
8,train,endTrial,306.11856649999385
9,fam,startAttnGetter,307.05063795801834
9,fam,endAttnGetter,310.12771195801906
9,fam,startTrial,310.3833425829944
9,fam,endTrial,320.64618483299273
10,test,startAttnGetter,321.5576687080029
10,test,endAttnGetter,324.64456066599814
10,test,startTrial,324.7664644579927
10,test,endTrial,335.15618099999847
11,test,startAttnGetter,335.74035045801423
11,test,endAttnGetter,338.7806445409951
11,test,startTrial,339.914007415995
11,test,endTrial,348.569198125013
12,test,startAttnGetter,349.28310625001905
12,test,endAttnGetter,352.36827758300933
12,test,startTrial,352.85638858299353
12,test,endTrial,363.9810877080017
13,test,startAttnGetter,364.66116816599975
13,test,endAttnGetter,367.74457608300145
13,test,startTrial,369.31748654099647
13,test,endTrial,379.3344727079966
14,calibration-long,startAttnGetter,380.02796199999284
14,calibration-long,endAttnGetter,383.07791570801055
14,calibration-long,startTrial,384.36386174999643
14,calibration-long,endTrial,403.37963008301455
