trialNum,trialType,event,time
1,audio-test,startAttnGetter,0.08200240001315251
1,audio-test,endAttnGetter,3.306159200001275
1,audio-test,startTrial,4.655457499990007
1,audio-test,endTrial,29.40527220000513
2,calibration-short,startAttnGetter,39.66964670000016
2,calibration-short,endAttnGetter,42.784496200009016
2,calibration-short,startTrial,42.95444239999051
2,calibration-short,endTrial,62.00307330000214
3,train,startAttnGetter,70.04432169999927
3,train,endAttnGetter,73.14236840000376
3,train,startTrial,73.30939239999861
3,train,endTrial,133.3326750000124
4,fam,startAttnGetter,134.62589450000087
4,fam,endAttnGetter,137.73960659999284
4,fam,startTrial,137.92639310000231
4,fam,endTrial,197.98120410001138
5,train,startAttnGetter,199.3377051000134
5,train,endAttnGetter,202.41868239999167
5,train,startTrial,202.5854920000129
5,train,endTrial,262.6275999000063
6,fam,startAttnGetter,263.9659982000012
6,fam,endAttnGetter,267.08206449999125
6,fam,startTrial,267.25141689999145
6,fam,endTrial,327.2903127000027
7,train,startAttnGetter,328.6313317999884
7,train,endAttnGetter,331.74479289999
7,train,startTrial,331.913896699989
7,train,endTrial,369.8278479000146
8,fam,startAttnGetter,370.9493677999999
8,fam,endAttnGetter,374.0347972000018
8,fam,startTrial,374.19979220000096
8,fam,endTrial,407.72972920001484
9,train,startAttnGetter,408.8545460999885
9,train,endAttnGetter,411.9567679000029
9,train,startTrial,412.12443789999816
9,train,endTrial,448.95305370001006
10,fam,startAttnGetter,449.8137488999928
10,fam,endAttnGetter,452.89187039999524
10,fam,startTrial,453.0582693000033
10,fam,endTrial,484.9772293000133
11,test,startAttnGetter,486.11474029999226
11,test,endAttnGetter,489.21354019999853
11,test,startTrial,489.3800377000007
11,test,endTrial,549.4241440999904
12,test,startAttnGetter,550.627490999992
12,test,endAttnGetter,553.7286297999963
12,test,startTrial,553.8933801999956
12,test,endTrial,603.5926746999903
13,test,startAttnGetter,604.3478300000133
13,test,endAttnGetter,607.4781198000128
13,test,startTrial,607.6465314000088
13,test,endTrial,618.819952299993
14,test,startAttnGetter,619.5904905000061
14,test,endAttnGetter,622.6890901000006
14,test,startTrial,622.8554940999893
14,test,endTrial,631.8636158000154
15,calibration-long,startAttnGetter,632.603910100006
15,calibration-long,endAttnGetter,635.701427699998
15,calibration-long,startTrial,635.8861491999996
15,calibration-long,endTrial,654.935660099989
