trialNum,trialType,event,time
1,audio-test,startAttnGetter,0.01983295800164342
1,audio-test,endAttnGetter,3.449073916010093
1,audio-test,startTrial,6.495112291013356
1,audio-test,endTrial,30.750997041002847
2,calibration-short,startAttnGetter,50.73821575002512
2,calibration-short,endAttnGetter,53.8457142499974
2,calibration-short,startTrial,54.090722499997355
2,calibration-short,endTrial,73.10224029101664
3,train,startAttnGetter,77.01866779098054
3,train,endAttnGetter,80.15635333303362
3,train,startTrial,80.47784108301857
3,train,endTrial,140.50044458301272
4,fam,startAttnGetter,142.47889408300398
4,fam,endAttnGetter,145.88245912501588
4,fam,startTrial,147.5122367499862
4,fam,endTrial,190.8187262500287
5,train,startAttnGetter,192.1341496250243
5,train,endAttnGetter,195.21280804101843
5,train,startTrial,195.43892754102126
5,train,endTrial,255.4547490410041
6,fam,startAttnGetter,257.0958774579922
6,fam,endAttnGetter,260.3050117500243
6,fam,startTrial,260.4523748329957
6,fam,endTrial,294.3860215410241
7,train,startAttnGetter,295.06266195798526
7,train,endAttnGetter,298.16990654100664
7,train,startTrial,300.1900456250296
7,train,endTrial,360.21476654103026
8,fam,startAttnGetter,361.50238016602816
8,fam,endAttnGetter,364.56345150002744
8,fam,startTrial,365.39471645798767
8,fam,endTrial,425.4091857080348
9,train,startAttnGetter,426.10439441603376
9,train,endAttnGetter,429.1572748750332
9,train,startTrial,429.27703970798757
9,train,endTrial,489.29231691599125
10,fam,startAttnGetter,490.7132323749829
10,fam,endAttnGetter,493.81349262502044
10,fam,startTrial,494.4377029159805
10,fam,endTrial,511.81370837503346
11,test,startAttnGetter,512.5655266660033
11,test,endAttnGetter,515.6299927079817
11,test,startTrial,515.7517907079891
11,test,endTrial,560.6659539160319
12,test,startAttnGetter,562.0199806659948
12,test,endAttnGetter,565.1398480000207
12,test,startTrial,565.8377265409799
12,test,endTrial,594.8387129579787
13,test,startAttnGetter,595.3335323749925
13,test,endAttnGetter,598.4140219999827
13,test,startTrial,599.0343488330254
13,test,endTrial,619.190176166012
14,test,startAttnGetter,619.7698012079927
14,test,endAttnGetter,622.8804152910016
14,test,startTrial,623.2028409159975
14,test,endTrial,637.8823423330323
15,calibration-long,startAttnGetter,639.1638041249826
15,calibration-long,endAttnGetter,642.268453333003
15,calibration-long,startTrial,643.184197708033
15,calibration-long,endTrial,662.1990490829921
