sNum,sID,months,days,sex,cond,condLabel,trial,GNG,trialType,stimName,habCrit,habTrialNo,sumOnA,numOnA,sumOffA,numOffA,sumOnB,numOnB,sumOffB,numOffB,trialDuration
,s049,8,8,M,"{'train': ['train-flip', 'train'], 'fam': ['fam-flip', 'fam'], 'test': ['unexp', 'exp'], 'calibration-short': ['calib-short'], 'calibration-long': ['calib-long'], 'audio-test': ['audio-test']}",2,1,1,audio-test,audio-test,0,,15.245861084003991,1,11.301471417005814,1,0,0,26.547334209004475,1,26.547332501009805
,s049,8,8,M,"{'train': ['train-flip', 'train'], 'fam': ['fam-flip', 'fam'], 'test': ['unexp', 'exp'], 'calibration-short': ['calib-short'], 'calibration-long': ['calib-long'], 'audio-test': ['audio-test']}",2,2,1,calibration-short,calib-short,0,,17.570391793000454,3,1.441359292002744,2,0,0,19.01175183399755,1,19.011751085003198
,s049,8,8,M,"{'train': ['train-flip', 'train'], 'fam': ['fam-flip', 'fam'], 'test': ['unexp', 'exp'], 'calibration-short': ['calib-short'], 'calibration-long': ['calib-long'], 'audio-test': ['audio-test']}",2,3,1,train,train-flip,0,,59.23416987399105,3,0.7675209589942824,2,0,0,60.00169124999957,1,60.00169083298533
,s049,8,8,M,"{'train': ['train-flip', 'train'], 'fam': ['fam-flip', 'fam'], 'test': ['unexp', 'exp'], 'calibration-short': ['calib-short'], 'calibration-long': ['calib-long'], 'audio-test': ['audio-test']}",2,4,1,fam,fam-flip,0,,32.16350816799968,5,9.614615999,5,0,0,41.77813212500041,1,41.77812416699453
,s049,8,8,M,"{'train': ['train-flip', 'train'], 'fam': ['fam-flip', 'fam'], 'test': ['unexp', 'exp'], 'calibration-short': ['calib-short'], 'calibration-long': ['calib-long'], 'audio-test': ['audio-test']}",2,5,1,train,train,0,,55.48907425101061,4,4.513884542000596,4,0,0,60.00295987500431,1,60.00295879
,s049,8,8,M,"{'train': ['train-flip', 'train'], 'fam': ['fam-flip', 'fam'], 'test': ['unexp', 'exp'], 'calibration-short': ['calib-short'], 'calibration-long': ['calib-long'], 'audio-test': ['audio-test']}",2,6,1,fam,fam,0,,22.34438891699392,2,4.611655334003444,2,0,0,26.956051875000412,1,26.956044250997365
,s049,8,8,M,"{'train': ['train-flip', 'train'], 'fam': ['fam-flip', 'fam'], 'test': ['unexp', 'exp'], 'calibration-short': ['calib-short'], 'calibration-long': ['calib-long'], 'audio-test': ['audio-test']}",2,7,1,train,train-flip,0,,17.913917582991417,3,4.630036917,3,0,0,22.543962874995486,1,22.543954499982647
,s049,8,8,M,"{'train': ['train-flip', 'train'], 'fam': ['fam-flip', 'fam'], 'test': ['unexp', 'exp'], 'calibration-short': ['calib-short'], 'calibration-long': ['calib-long'], 'audio-test': ['audio-test']}",2,8,1,fam,fam-flip,0,,18.671622624009615,4,4.446806040992669,4,0,0,23.11843570900237,1,23.118428665002284
,s049,8,8,M,"{'train': ['train-flip', 'train'], 'fam': ['fam-flip', 'fam'], 'test': ['unexp', 'exp'], 'calibration-short': ['calib-short'], 'calibration-long': ['calib-long'], 'audio-test': ['audio-test']}",2,9,1,train,train,0,,16.409507875003328,6,4.645097626002098,6,0,0,21.054613707994577,1,21.054605501005426
,s049,8,8,M,"{'train': ['train-flip', 'train'], 'fam': ['fam-flip', 'fam'], 'test': ['unexp', 'exp'], 'calibration-short': ['calib-short'], 'calibration-long': ['calib-long'], 'audio-test': ['audio-test']}",2,10,1,fam,fam,0,,25.037726082999143,2,3.083407582998916,2,0,0,28.121140666997235,1,28.12113366599806
,s049,8,8,M,"{'train': ['train-flip', 'train'], 'fam': ['fam-flip', 'fam'], 'test': ['unexp', 'exp'], 'calibration-short': ['calib-short'], 'calibration-long': ['calib-long'], 'audio-test': ['audio-test']}",2,11,1,test,unexp,0,,27.535361749010917,5,7.928030624992971,5,0,0,35.463399583000864,1,35.46339237400389
,s049,8,8,M,"{'train': ['train-flip', 'train'], 'fam': ['fam-flip', 'fam'], 'test': ['unexp', 'exp'], 'calibration-short': ['calib-short'], 'calibration-long': ['calib-long'], 'audio-test': ['audio-test']}",2,12,0,test,exp,0,,6.989791375002824,1,3.0051647090003826,1,0,0,9.994962833,1,9.994956084003206
,s049,8,8,M,"{'train': ['train-flip', 'train'], 'fam': ['fam-flip', 'fam'], 'test': ['unexp', 'exp'], 'calibration-short': ['calib-short'], 'calibration-long': ['calib-long'], 'audio-test': ['audio-test']}",2,12,1,test,exp,0,,26.193873333999363,1,3.015417874994455,1,0,0,29.209301374998176,1,29.209291208993818
,s049,8,8,M,"{'train': ['train-flip', 'train'], 'fam': ['fam-flip', 'fam'], 'test': ['unexp', 'exp'], 'calibration-short': ['calib-short'], 'calibration-long': ['calib-long'], 'audio-test': ['audio-test']}",2,13,1,test,unexp,0,,16.242947416998504,5,8.066643542988459,5,0,0,24.30960116699862,1,24.309590959986963
,s049,8,8,M,"{'train': ['train-flip', 'train'], 'fam': ['fam-flip', 'fam'], 'test': ['unexp', 'exp'], 'calibration-short': ['calib-short'], 'calibration-long': ['calib-long'], 'audio-test': ['audio-test']}",2,14,1,test,exp,0,,16.40690816699498,1,3.011246875001234,1,0,0,19.418162124995433,1,19.418155041996215
,s049,8,8,M,"{'train': ['train-flip', 'train'], 'fam': ['fam-flip', 'fam'], 'test': ['unexp', 'exp'], 'calibration-short': ['calib-short'], 'calibration-long': ['calib-long'], 'audio-test': ['audio-test']}",2,15,1,calibration-long,calib-long,0,,7.542330792,2,11.462260415995843,2,0,0,19.004593791003572,1,19.004591207994963
