trialNum,trialType,event,time
1,calibration-short,startAttnGetter,0.020168583003396634
1,calibration-short,endAttnGetter,4.202323458004685
1,calibration-short,startTrial,7.192273667002155
1,calibration-short,endTrial,26.206293499999447
2,audio-test,startAttnGetter,27.129244125004334
2,audio-test,endAttnGetter,30.18346633300098
2,audio-test,startTrial,30.336363041998993
2,audio-test,endTrial,47.55217999999877
3,train,startAttnGetter,48.57478404200083
3,train,endAttnGetter,51.667238166999596
3,train,startTrial,52.661197082998115
3,train,endTrial,112.67253175000224
4,fam,startAttnGetter,114.59537883300072
4,fam,endAttnGetter,117.80563358300424
4,fam,startTrial,120.29308062500058
4,fam,endTrial,180.3410140000051
5,train,startAttnGetter,181.25054779199854
5,train,endAttnGetter,184.30757079199975
5,train,startTrial,185.71269420799945
5,train,endTrial,245.73615520800377
6,fam,startAttnGetter,246.98419195799943
6,fam,endAttnGetter,250.03659575000347
6,fam,startTrial,251.25089129200205
6,fam,endTrial,304.5697618749982
7,train,startAttnGetter,305.23970291700243
7,train,endAttnGetter,308.30650087499816
7,train,startTrial,308.94222862500465
7,train,endTrial,368.9533449580049
8,fam,startAttnGetter,369.82830616700085
8,fam,endAttnGetter,372.8875062080042
8,fam,startTrial,375.6681625420024
8,fam,endTrial,390.55363000000216
9,train,startAttnGetter,392.13489129200025
9,train,endAttnGetter,395.18712962500285
9,train,startTrial,395.4849064170048
9,train,endTrial,455.49709262500255
10,fam,startAttnGetter,456.9184437080039
10,fam,endAttnGetter,459.98512141700485
10,fam,startTrial,461.001861292003
10,fam,endTrial,503.5539012080044
11,test,startAttnGetter,504.2546693750046
11,test,endAttnGetter,507.3082148329995
11,test,startTrial,508.51065575000393
11,test,endTrial,559.840778333004
12,test,startAttnGetter,560.6524340000033
12,test,endAttnGetter,563.719043875004
12,test,startTrial,564.3189524580011
12,test,endTrial,585.2907986670034
13,test,startAttnGetter,585.8951390830043
13,test,endAttnGetter,589.0748785000033
13,test,startTrial,590.0571076250053
13,test,endTrial,598.9532983750032
14,test,startAttnGetter,600.5795077500006
14,test,endAttnGetter,603.6919963330001
14,test,startTrial,603.9917162920028
14,test,endTrial,650.3048545420024
15,calibration-long,startAttnGetter,651.9402862080024
15,calibration-long,endAttnGetter,655.0163105000029
15,calibration-long,startTrial,655.9985411669986
15,calibration-long,endTrial,675.0209377080027
