trialNum,trialType,event,time
1,audio-test,startAttnGetter,0.0170021659869235
1,audio-test,endAttnGetter,3.365643083001487
1,audio-test,startTrial,5.899021124991123
1,audio-test,endTrial,19.90013620798709
2,calibration-short,startAttnGetter,29.11514716601232
2,calibration-short,endAttnGetter,32.25338800001191
2,calibration-short,startTrial,33.08186987499357
2,calibration-short,endTrial,52.1008846249897
3,train,startAttnGetter,54.0484985410003
3,train,endAttnGetter,57.39922095800284
3,train,startTrial,58.81531237499439
3,train,endTrial,118.83058162499219
4,fam,startAttnGetter,119.98251750000054
4,fam,endAttnGetter,123.5187866659835
4,fam,startTrial,124.62203933298588
4,fam,endTrial,176.01157958299154
5,train,startAttnGetter,176.74919262499316
5,train,endAttnGetter,179.7993258330098
5,train,startTrial,180.382527165988
5,train,endTrial,240.3888614999887
6,fam,startAttnGetter,241.91610770800617
6,fam,endAttnGetter,245.00250983299338
6,fam,startTrial,245.13318837500992
6,fam,endTrial,301.8730913329928
7,train,startAttnGetter,302.7199384160049
7,train,endAttnGetter,305.81679762501153
7,train,startTrial,306.349791457993
7,train,endTrial,366.35820345798857
8,fam,startAttnGetter,367.41671925000264
8,fam,endAttnGetter,370.50675416601007
8,fam,startTrial,370.8835356250056
8,fam,endTrial,389.857168040995
9,train,startAttnGetter,390.3430383329978
9,train,endAttnGetter,393.38878224999644
9,train,startTrial,393.52306037500966
9,train,endTrial,453.5357577079849
10,fam,startAttnGetter,454.78389279099065
10,fam,endAttnGetter,458.07751141599147
10,fam,startTrial,458.3594880409946
10,fam,endTrial,494.9420616659918
11,test,startAttnGetter,495.3684143330029
11,test,endAttnGetter,498.4510418330028
11,test,startTrial,498.8128330410109
11,test,endTrial,509.0389159999904
12,test,startAttnGetter,509.63065924998955
12,test,endAttnGetter,512.6722003330069
12,test,startTrial,513.0509643330006
12,test,endTrial,524.2826648330083
13,test,startAttnGetter,524.8115180830064
13,test,endAttnGetter,527.8509312079987
13,test,startTrial,528.8846917499905
13,test,endTrial,538.3458921659912
14,test,startAttnGetter,539.5053591660107
14,test,endAttnGetter,542.5895872499968
14,test,startTrial,543.391662915994
14,test,endTrial,551.8865339999902
15,calibration-long,startAttnGetter,552.6695567499846
15,calibration-long,endAttnGetter,555.7224228330015
15,calibration-long,startTrial,557.5575494999939
15,calibration-long,endTrial,576.5696081659989
