trialNum,trialType,event,time
1,audio-test,startAttnGetter,0.02214849996380508
1,audio-test,endAttnGetter,3.5967669999809004
1,audio-test,startTrial,3.8708131249877624
1,audio-test,endTrial,23.582251374959014
2,calibration-short,startAttnGetter,33.03352945798542
2,calibration-short,endAttnGetter,36.244456040963996
2,calibration-short,startTrial,40.96129583299626
2,calibration-short,endTrial,59.97954391600797
3,train,startAttnGetter,61.09446154098259
3,train,endAttnGetter,64.2308878749609
3,train,startTrial,64.35446937498637
3,train,endTrial,124.38035683298949
4,fam,startAttnGetter,125.98391333298059
4,fam,endAttnGetter,129.56619774998398
4,fam,startTrial,130.43700104096206
4,fam,endTrial,190.44719304097816
5,train,startAttnGetter,191.49928862496745
5,train,endAttnGetter,194.54513283300912
5,train,startTrial,194.94139366596937
5,train,endTrial,254.95646595797734
6,fam,startAttnGetter,256.62888608296635
6,fam,endAttnGetter,259.6954989999649
6,fam,startTrial,261.049793165992
6,fam,endTrial,321.06416112498846
7,train,startAttnGetter,322.27933250000933
7,train,endAttnGetter,325.3457496250048
7,train,startTrial,325.48050104099093
7,train,endTrial,385.501095124986
8,fam,startAttnGetter,386.4627434159629
8,fam,endAttnGetter,389.5003431660007
8,fam,startTrial,389.8516773749725
8,fam,endTrial,449.86450483300723
9,train,startAttnGetter,450.929736082966
9,train,endAttnGetter,453.9796958329971
9,train,startTrial,454.1063582079951
9,train,endTrial,464.5153864999884
10,fam,startAttnGetter,467.2297485409654
10,fam,endAttnGetter,470.29647179099265
10,fam,startTrial,470.43253854097566
10,fam,endTrial,530.4528851659852
11,test,startAttnGetter,531.1967174159945
11,test,endAttnGetter,534.253846290987
11,test,startTrial,534.3879386659828
11,test,endTrial,559.5985754159628
12,test,startAttnGetter,560.3302424160065
12,test,endAttnGetter,563.3968543749652
12,test,startTrial,563.7768482079846
12,test,endTrial,593.0033644159557
13,test,startAttnGetter,593.4988911249675
13,test,endAttnGetter,596.5693539159838
13,test,startTrial,596.9594015000039
13,test,endTrial,656.9862783749704
14,test,startAttnGetter,657.651265833003
14,test,endAttnGetter,660.7333415409666
14,test,startTrial,661.0045007499866
14,test,endTrial,679.4662701250054
15,calibration-long,startAttnGetter,680.1474593330058
15,calibration-long,endAttnGetter,683.1974915830069
15,calibration-long,startTrial,684.1310157499975
15,calibration-long,endTrial,703.1494469579775
